Serial Number,Receipt Number,Date,Register Name,Draft Name,Occupants,Total Product Count,Product Name,Product Category,Product Notes,Product Quantity,Product Price,Product Tax,Product Zero Tax,Product Discount,Product Coupon Code,Product Total,Subtotal Price,Tax,Zero Tax,Bulk Discount,Bulk Coupon Code,Discount,Roundoff,Packaging Small,Tea Kettle,Small Packaging,Packaging large,Packaging medium,Total Price,Cash Refund,Card Refund,Other Refund,Payment Status,Fulfillment Status,Cancellation Status,Delivery Date,Tags,Channel Name,Brand Name,Channel Id,,Customer Name,Shipping Address,Customer Tags,Redemption CRM,Redemption Type
SA7240,SA-Q2I-2007-7240,"Dec 12, 2021 15:26",,,,,Kulhad / Clay Pot,Addon,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7241,SA-Q2I-2007-7241,"Dec 12, 2021 15:57",Main Register,Table 6,,1,Pasta + 2 Cold Coffee/2 Shakes / Cold Coffee - Frappe / White Sauce Pasta / Strawberry Shake,Everyday Combos,,1,299,0,0,0,,299,299,0,,0,,0,0,,,,,,299,0,0,0,paid,fulfilled,,,,,,,,jatin,,,,
SA7242,SA-Q2I-2007-7242,"Dec 12, 2021 16:08",Main Register,Table 5,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,Himanshu,,,,
SA7242,SA-Q2I-2007-7242,"Dec 12, 2021 16:08",,,,,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7244,SA-Q2I-2007-7243,"Dec 12, 2021 16:45",Main Register,Table 2,,4,Adrak Chai,Chai,,1,25,0,0,0,,25,279,0,,0,,0,0,,,,,,279,0,0,0,paid,fulfilled,,,,,,,,Abhay,,,,
SA7244,SA-Q2I-2007-7243,"Dec 12, 2021 16:45",,,,,Lemon Iced Tea,Iced Tea / Mocktails / Coolers,,1,85,0,0,0,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7244,SA-Q2I-2007-7243,"Dec 12, 2021 16:45",,,,,Capsicum + Sweet Corn Pizza,Pizza,,1,119,0,0,0,,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7244,SA-Q2I-2007-7243,"Dec 12, 2021 16:45",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7243,SA-Q2I-2007-7244,"Dec 12, 2021 17:25",Main Register,Table 4,,1,Adrak Chai,Chai,,2,60,0,0,0,,60,60,0,,0,,0,0,,,,,,60,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7243,SA-Q2I-2007-7244,"Dec 12, 2021 17:25",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7245,SA-Q2I-2007-7245,"Dec 12, 2021 17:25",Main Register,Table 5,,2,Fresh Veggie Pizza,Pizza,,1,159,0,0,0,,159,204,0,,0,,0,0,,,,,,204,0,0,0,paid,fulfilled,,,,,,,,Runjhun,,,,
SA7245,SA-Q2I-2007-7245,"Dec 12, 2021 17:25",,,,,Masala Cold Drink,Unchai,,1,45,0,0,0,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",Main Register,Table 4,,6,Adrak Elaichi Chai,Chai,,2,90,0,0,0,,90,540,0,,40.48,,40.48,0.48,,,,,,500,0,0,0,paid,fulfilled,,,,,,,,Ayush,,,Bingage,Wallet
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",,,,,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",,,,,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",,,,,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7247,SA-Q2I-2007-7246,"Dec 12, 2021 17:48",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7249,SA-Q2I-2007-7247,"Dec 12, 2021 17:55",Main Register,Table 6,,3,Mixed Sauce Penne Pasta,Pasta,,1,165,0,0,0,,165,425,0,,0,,0,0,,,,,,425,0,0,0,paid,fulfilled,,,,,,,,pratham,,,,
SA7249,SA-Q2I-2007-7247,"Dec 12, 2021 17:55",,,,,Coffee Oreo Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7249,SA-Q2I-2007-7247,"Dec 12, 2021 17:55",,,,,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7246,SA-Q2I-2007-7248,"Dec 12, 2021 17:55",Main Register,Table 1,,1,Vada Pav + Chai / Adrak Chai / Vada Pav,Everyday Combos,,1,79,0,0,0,,79,79,0,,0,,0,0,,,,,,79,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7251,SA-Q2I-2007-7249,"Dec 12, 2021 18:03",Main Register,Table 3,,2,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,210,0,,35.22,,35.22,0.22,,,,,,175,0,0,0,paid,fulfilled,,,,,,,,Kushagra,,,Bingage,Wallet
SA7251,SA-Q2I-2007-7249,"Dec 12, 2021 18:03",,,,,Tandoori Loaded Nachos,Fries & Nachos,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7250,SA-Q2I-2007-7250,"Dec 12, 2021 18:09",Main Register,Table 2,,4,Elaichi Chai,Chai,,2,70,0,0,0,,70,464,0,,0,,0,0,,,,,,464,0,0,0,paid,fulfilled,,,,,,,,Swayam,,,,
SA7250,SA-Q2I-2007-7250,"Dec 12, 2021 18:09",,,,,Adrak Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7250,SA-Q2I-2007-7250,"Dec 12, 2021 18:09",,,,,Mixed Sauce Penne Pasta,Pasta,,1,165,0,0,0,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7250,SA-Q2I-2007-7250,"Dec 12, 2021 18:09",,,,,Tandoori Paneer Pizza,Pizza,,1,199,0,0,0,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7250,SA-Q2I-2007-7250,"Dec 12, 2021 18:09",,,,,Kulhad / Clay Pot,Addon,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7248,SA-Q2I-2007-7251,"Dec 12, 2021 18:28",Main Register,Table 4,,2,Paneer Cheese Love Pizza,Pizza,,1,189,0,0,0,,189,389,0,,0,,0,0,,,,,,389,0,0,0,paid,fulfilled,,,,,,,,viccky,,,,
SA7248,SA-Q2I-2007-7251,"Dec 12, 2021 18:28",,,,,Classic Hot Coffee,Coffee,,4,200,0,0,0,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7255,SA-Q2I-2007-7252,"Dec 12, 2021 18:50",Main Register,Table 6,,2,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,159,0,,0,,0,0,,,,,,159,0,0,0,paid,fulfilled,,,,,,,,Aman,,,,
SA7255,SA-Q2I-2007-7252,"Dec 12, 2021 18:50",,,,,Vada Pav + Chai / Adrak Elaichi Chai / Vada Pav,Everyday Combos,,1,79,0,0,0,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7254,SA-Q2I-2007-7253,"Dec 12, 2021 18:58",Main Register,Table 2,,4,Adrak Chai,Chai,,1,25,0,0,0,,25,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,Saurabh,,,,
SA7254,SA-Q2I-2007-7253,"Dec 12, 2021 18:58",,,,,Paneer Poha,Samosas & More,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7254,SA-Q2I-2007-7253,"Dec 12, 2021 18:58",,,,,Spicy Vada Pav,Vada Pav,,1,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7254,SA-Q2I-2007-7253,"Dec 12, 2021 18:58",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7252,SA-Q2I-2007-7254,"Dec 12, 2021 19:00",Main Register,Table 5,,1,Cheesy Loaded Nachos,Fries & Nachos,,1,110,0,0,0,,110,110,0,,0,,0,0,,,,,,110,0,0,0,paid,fulfilled,,,,,,,,Vikram,,,,
SA7253,SA-Q2I-2007-7255,"Dec 12, 2021 19:04",Main Register,Table 5,,2,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,190,0,,11,,11,0,,,,,,179,0,0,0,paid,fulfilled,,,,,,,,Vikram,,,Bingage,Wallet
SA7253,SA-Q2I-2007-7255,"Dec 12, 2021 19:04",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7257,SA-Q2I-2007-7256,"Dec 12, 2021 19:37",Main Register,Table 2,,4,Elaichi Chai,Chai,,1,30,0,0,0,,30,145,0,,0,,0,0,,,,,,145,0,0,0,paid,fulfilled,,,,,,,,akash,,,,
SA7257,SA-Q2I-2007-7256,"Dec 12, 2021 19:37",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7257,SA-Q2I-2007-7256,"Dec 12, 2021 19:37",,,,,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7257,SA-Q2I-2007-7256,"Dec 12, 2021 19:37",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7258,SA-Q2I-2007-7257,"Dec 12, 2021 19:52",Main Register,Table 4,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,150,0,,15,,15,0,,,,,,135,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7258,SA-Q2I-2007-7257,"Dec 12, 2021 19:52",,,,,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7261,SA-Q2I-2007-7258,"Dec 12, 2021 19:53",Main Register,Table 6,,6,White Sauce / Alfredo Penne Pasta,Pasta,,1,150,0,0,0,,150,650,0,,0,,0,0,,,,,,650,0,0,0,paid,fulfilled,,,,,,,,KAUSTUBH,,,,
SA7261,SA-Q2I-2007-7258,"Dec 12, 2021 19:53",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7261,SA-Q2I-2007-7258,"Dec 12, 2021 19:53",,,,,Elaichi Chai,Chai,,2,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7261,SA-Q2I-2007-7258,"Dec 12, 2021 19:53",,,,,Vada Pav,Vada Pav,,2,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7261,SA-Q2I-2007-7258,"Dec 12, 2021 19:53",,,,,Kit Kat Shake,Shakes,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7261,SA-Q2I-2007-7258,"Dec 12, 2021 19:53",,,,,Hot Coffee- Hazelnut,Coffee,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7256,SA-Q2I-2007-7259,"Dec 12, 2021 20:06",Main Register,Table 5,,2,Veg Cheese Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,150,0,,0,,0,0,,,,,,150,0,0,0,paid,fulfilled,,,,,,,,Himanshu,,,,
SA7256,SA-Q2I-2007-7259,"Dec 12, 2021 20:06",,,,,Elaichi Chai,Chai,,2,60,0,0,0,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7260,SA-Q2I-2007-7260,"Dec 12, 2021 20:23",Main Register,Table 2,,4,Tandoori Veggie Wrap,Wraps,,4,380,0,0,0,,380,645,0,,0,,0,0,,,,,,645,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7260,SA-Q2I-2007-7260,"Dec 12, 2021 20:23",,,,,Adrak Chai,Chai,,4,120,0,0,0,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7260,SA-Q2I-2007-7260,"Dec 12, 2021 20:23",,,,,Elaichi Chai,Chai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7260,SA-Q2I-2007-7260,"Dec 12, 2021 20:23",,,,,Peri Peri Fries,Fries & Nachos,,1,110,0,0,0,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7260,SA-Q2I-2007-7260,"Dec 12, 2021 20:23",,,,,Kulhad / Clay Pot,Addon,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7259,SA-Q2I-2007-7261,"Dec 12, 2021 20:26",Main Register,Table 5,,1,Garlic Cheese Grilled Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,130,0,,0,,0,0,,,,,,130,0,0,0,paid,fulfilled,,,,,,,,Himanshu,,,,
SA7262,SA-Q2I-2007-7262,"Dec 12, 2021 21:43",Main Register,Table 4,,1,Adrak Elaichi Chai,Chai,,2,80,0,0,0,,80,80,0,,0,,0,0,,,,,,80,0,0,0,paid,fulfilled,,,,,,,,deviyd,,,,
SA7263,SA-Q2I-2007-7263,"Dec 13, 2021 12:34",Main Register,Table 5,,2,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,75,0,,0,,0,0,,,,,,75,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7263,SA-Q2I-2007-7263,"Dec 13, 2021 12:34",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7266,SA-Q2I-2007-7264,"Dec 13, 2021 13:33",Main Register,Table 6,,5,Lemonade (Sweet/Salt/Mix),Unchai,,3,180,0,0,0,,180,430,0,,0,,0,0,,,,,,430,0,0,0,paid,fulfilled,,,,,,,,Sandeep,,,,
SA7266,SA-Q2I-2007-7264,"Dec 13, 2021 13:33",,,,,Aloo Samosa (2Pcs),Samosas & More,,1,25,0,0,0,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7266,SA-Q2I-2007-7264,"Dec 13, 2021 13:33",,,,,Cheesy Vada Pav,Vada Pav,,2,160,0,0,0,,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7266,SA-Q2I-2007-7264,"Dec 13, 2021 13:33",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7266,SA-Q2I-2007-7264,"Dec 13, 2021 13:33",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7265,SA-Q2I-2007-7265,"Dec 13, 2021 13:38",Main Register,Table 2,,4,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,344,0,,28.4,,28.4,0.4,,,,,,316,0,0,0,paid,fulfilled,,,,,,,,Shresth,,,Bingage,Wallet
SA7265,SA-Q2I-2007-7265,"Dec 13, 2021 13:38",,,,,Masala Cold Drink,Unchai,,1,45,0,0,0,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7265,SA-Q2I-2007-7265,"Dec 13, 2021 13:38",,,,,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7265,SA-Q2I-2007-7265,"Dec 13, 2021 13:38",,,,,Fresh Veggie Pizza,Pizza,,1,199,0,0,0,,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7265,SA-Q2I-2007-7265,"Dec 13, 2021 13:38",,,,,Pizza Cheese,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7264,SA-Q2I-2007-7266,"Dec 13, 2021 13:51",Main Register,Table 5,,5,Black Coffee,Coffee,,1,60,0,0,0,,60,350,0,,0,,0,0,,,,,,350,0,0,0,paid,fulfilled,,,,,,,,salman,,,,
SA7264,SA-Q2I-2007-7266,"Dec 13, 2021 13:51",,,,,Cold Drink - Thumbs Up,Unchai,,2,70,0,0,0,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7264,SA-Q2I-2007-7266,"Dec 13, 2021 13:51",,,,,Adrak Elaichi Chai,Chai,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7264,SA-Q2I-2007-7266,"Dec 13, 2021 13:51",,,,,Veg Tandoori Momos,Momos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7264,SA-Q2I-2007-7266,"Dec 13, 2021 13:51",,,,,Peri Peri Maggi,Maggi Maggi Maggi,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7269,SA-Q2I-2007-7267,"Dec 13, 2021 15:25",Main Register,Table 4,,4,Red Sauce / Arrabiata Penne Pasta,Pasta,,1,150,0,0,0,,150,280,0,,0,,0,0,,,,,,280,0,0,0,paid,fulfilled,,,,,,,,Mahi,,,,
SA7269,SA-Q2I-2007-7267,"Dec 13, 2021 15:25",,,,,Adrak Chai,Chai,,2,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7269,SA-Q2I-2007-7267,"Dec 13, 2021 15:25",,,,,Veg Maggi,Maggi Maggi Maggi,,1,65,0,0,0,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7269,SA-Q2I-2007-7267,"Dec 13, 2021 15:25",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7267,SA-Q2I-2007-7268,"Dec 13, 2021 15:41",Main Register,Table 3,,2,Adrak Chai,Chai,,2,50,0,0,0,,50,90,0,,0,,0,0,,,,,,90,0,0,0,paid,fulfilled,,,,,,,,karan,,,,
SA7267,SA-Q2I-2007-7268,"Dec 13, 2021 15:41",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7268,SA-Q2I-2007-7269,"Dec 13, 2021 16:20",Main Register,Table 2,,1,Kashmiri Kahwa,Green Tea,,2,120,0,0,0,,120,120,0,,0,,0,0,,,,,,120,0,0,0,paid,fulfilled,,,,,,,,rahul,,,,
SA7270,SA-Q2I-2007-7270,"Dec 13, 2021 16:27",Main Register,Table 6,,2,Cheese Corn Samosa Platter,Samosas & More,,1,95,0,0,0,,95,190,0,,0,,0,0,,,,,,190,0,0,0,paid,fulfilled,,,,,,,,Tushar,,,,
SA7270,SA-Q2I-2007-7270,"Dec 13, 2021 16:27",,,,,Tandoori Veggie Wrap,Wraps,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7271,SA-Q2I-2007-7271,"Dec 13, 2021 16:44",Main Register,Table 5,,5,Adrak Elaichi Chai,Chai,,2,90,0,0,0,,90,360,0,,0,,0,0,,,,,,360,0,0,0,paid,fulfilled,,,,,,,,Aviral,,,,
SA7271,SA-Q2I-2007-7271,"Dec 13, 2021 16:44",,,,,Bun Maska,Maska Bun,,1,40,0,0,0,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7271,SA-Q2I-2007-7271,"Dec 13, 2021 16:44",,,,,Classic Veg Burger,Burgers,,1,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7271,SA-Q2I-2007-7271,"Dec 13, 2021 16:44",,,,,Paneer Salsa Wrap,Wraps,,1,135,0,0,0,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7271,SA-Q2I-2007-7271,"Dec 13, 2021 16:44",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7271,SA-Q2I-2007-7271,"Dec 13, 2021 16:44",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7272,SA-Q2I-2007-7272,"Dec 13, 2021 17:36",Main Register,Table 5,,3,Adrak Chai,Chai,,2,60,0,0,0,,60,205,0,,0,,0,0,,,,,,205,0,0,0,paid,fulfilled,,,,,,,,rajarsh,,,,
SA7272,SA-Q2I-2007-7272,"Dec 13, 2021 17:36",,,,,Veg Maggi,Maggi Maggi Maggi,,2,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7272,SA-Q2I-2007-7272,"Dec 13, 2021 17:36",,,,,Water (500 ml),Unchai,,1,15,0,0,0,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7272,SA-Q2I-2007-7272,"Dec 13, 2021 17:36",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7273,SA-Q2I-2007-7273,"Dec 13, 2021 18:39",Main Register,Table 4,,1,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7274,SA-Q2I-2007-7274,"Dec 13, 2021 18:57",Main Register,Table 2,,3,Masala Chai,Chai,,2,80,0,0,0,,80,275,0,,0,,0,0,,,,,,275,0,0,0,paid,fulfilled,,,,,,,,ansh,,,,
SA7274,SA-Q2I-2007-7274,"Dec 13, 2021 18:57",,,,,Cheese Corn Samosa Platter,Samosas & More,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7274,SA-Q2I-2007-7274,"Dec 13, 2021 18:57",,,,,Veg Creamy Momos,Momos,,1,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7274,SA-Q2I-2007-7274,"Dec 13, 2021 18:57",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7275,SA-Q2I-2007-7275,"Dec 13, 2021 19:01",Main Register,Table 4,,2,Adrak Chai,Chai,,2,60,0,0,0,,60,140,0,,0,,0,0,,,,,,140,0,0,0,paid,fulfilled,,,,,,,,Aakash,,,,
SA7275,SA-Q2I-2007-7275,"Dec 13, 2021 19:01",,,,,Bun Maska,Maska Bun,,2,80,0,0,0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7275,SA-Q2I-2007-7275,"Dec 13, 2021 19:01",,,,,Kulhad / Clay Pot,Addon,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7276,SA-Q2I-2007-7276,"Dec 13, 2021 19:02",Main Register,Take-Away-1,,1,Water (500 ml),Unchai,,1,15,0,0,0,,15,15,0,,0,,0,0,,,,,,15,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7277,SA-Q2I-2007-7277,"Dec 13, 2021 19:12",Main Register,Table 2,,1,Cold Drink - Thumbs Up,Unchai,,1,35,0,0,0,,35,35,0,,0,,0,0,,,,,,35,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7278,SA-Q2I-2007-7278,"Dec 13, 2021 19:37",Main Register,Table 2,,1,Adrak Chai,Chai,,2,50,0,0,0,,50,50,0,,0,,0,0,,,,,,50,0,0,0,paid,fulfilled,,,,,,,,,,,,
SA7279,SA-Q2I-2007-7279,"Dec 13, 2021 19:43",Main Register,Table 6,,4,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,370,0,,0,,0,0,,,,,,370,0,0,0,paid,fulfilled,,,,,,,,Shubhansu,,,,
SA7279,SA-Q2I-2007-7279,"Dec 13, 2021 19:43",,,,,Hot Coffee- Hazelnut,Coffee,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7279,SA-Q2I-2007-7279,"Dec 13, 2021 19:43",,,,,Fresh Veggie Sandwich,Grilled Sandwiches,,1,100,0,0,0,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7279,SA-Q2I-2007-7279,"Dec 13, 2021 19:43",,,,,Spinach Corn Sandwich,Grilled Sandwiches,,1,130,0,0,0,,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7282,SA-Q2I-2007-7280,"Dec 14, 2021 11:23",Main Register,Table 5,,2,Butter Maggi,Maggi Maggi Maggi,,1,50,0,0,0,,50,100,0,,0,,0,0,,,,,,100,0,0,0,paid,fulfilled,,,,,,,,shiva,,,,
SA7282,SA-Q2I-2007-7280,"Dec 14, 2021 11:23",,,,,Classic Hot Coffee,Coffee,,1,50,0,0,0,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7280,SA-Q2I-2007-7281,"Dec 14, 2021 11:39",Main Register,Table 3,,4,Adrak Chai,Chai,,2,50,0,0,0,,50,200,0,,0,,0,0,,,,,,200,0,0,0,paid,fulfilled,,,,,,,,Siddhant,,,,
SA7280,SA-Q2I-2007-7281,"Dec 14, 2021 11:39",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7280,SA-Q2I-2007-7281,"Dec 14, 2021 11:39",,,,,French Fries,Fries & Nachos,,1,90,0,0,0,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7280,SA-Q2I-2007-7281,"Dec 14, 2021 11:39",,,,,Adrak Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7280,SA-Q2I-2007-7281,"Dec 14, 2021 11:39",,,,,Kulhad / Clay Pot,Addon,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7281,SA-Q2I-2007-7282,"Dec 14, 2021 12:12",Main Register,Table 4,,4,Veg Cheese Maggi,Maggi Maggi Maggi,,2,180,0,0,0,,180,445,0,,0,,0,0,,,,,,445,0,0,0,paid,fulfilled,,,,,,,,nimish,,,,
SA7281,SA-Q2I-2007-7282,"Dec 14, 2021 12:12",,,,,Elaichi Chai,Chai,,1,30,0,0,0,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7281,SA-Q2I-2007-7282,"Dec 14, 2021 12:12",,,,,Makhani Loaded Fries,Fries & Nachos,,1,140,0,0,0,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA7281,SA-Q2I-2007-7282,"Dec 14, 2021 12:12",,,,,Peach Iced Tea,Iced Tea / Mocktails / Coolers,,1,95,0,0,0,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
